PUE,WUE,Case,Climate Zone,Cooling system (Original),Cooling system,Data center size,type,Case (Original)
1.2076643,0.5801441669464111,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1183829,0.6967349648475647,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1436597,0.6565530300140381,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1233735,0.4804694056510925,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1911596,0.5362776517868042,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1592647,0.7665739059448242,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.207206,0.5812031626701355,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1120878,0.5183549523353577,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1272132,0.7069364786148071,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1262126,0.8629507422447205,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1346754,0.522100031375885,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.12318,0.6230550408363342,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1623492,0.835270881652832,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1084876,0.5773695707321167,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1232767,0.6365096569061279,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1182045,0.4964742958545685,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.2239805,0.820067822933197,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1168334,0.7650776505470276,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.2138118,0.8102558255195618,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1691332,0.6448599696159363,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1595173,0.549444854259491,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.195547,0.448269635438919,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.2484586,0.8550584316253662,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.2070525,0.4351584911346435,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.2149134,1.3562393188476562,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.0995729,0.4699213206768036,1,2B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1513873,1.97188663482666,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0688634,1.830824375152588,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1527141,2.296424388885498,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.08653,2.004424571990967,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0871722,1.9258557558059688,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1267428,2.1889162063598637,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1689427,2.09248423576355,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1302272,2.4245448112487797,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1725501,2.4121036529541016,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0717212,2.0893118381500244,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1400893,2.090501070022583,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0932764,1.96541965007782,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1271113,2.380212783813477,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0765784,2.2960903644561768,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1228927,1.9593099355697632,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1181707,2.2385900020599365,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0784231,2.394214630126953,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0852616,1.7815861701965332,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0956249,1.959691882133484,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1707909,2.8269402980804443,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1364372,2.4322586059570312,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0914601,2.1784346103668213,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.15052,2.1815500259399414,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1135149,2.372311592102051,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0830008,1.8979991674423216,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1487008,2.377556562423706,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1444712,2.3116140365600586,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0808539,2.475931406021118,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0891438,1.971834421157837,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1016856,2.0070650577545166,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1257378,2.2422778606414795,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1585228,1.993406653404236,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0941648,1.8645439147949217,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1280241,2.195276260375977,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0969794,1.9022186994552608,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1579152,2.176733016967773,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1377009,2.212731122970581,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1286323,2.292781114578247,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1239188,2.191953659057617,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.10152,2.4071340560913086,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1170725,2.5117199420928955,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0915755,1.97718608379364,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1373632,2.300079822540283,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1509979,2.650561571121216,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1176436,1.858901023864746,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1122594,2.0077385902404785,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1061677,2.125236749649048,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1821892,2.288746833801269,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.12664,2.0351388454437256,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1343749,2.5307655334472656,2,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.5600824,2.060174465179444,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.3799566,1.4521386623382568,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.460632,2.043888568878174,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4096165,1.2432812452316284,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.492283,1.691828966140747,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4032695,1.4648994207382202,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4213797,1.2274075746536257,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.5479363,1.6876789331436155,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4078606,1.4993079900741575,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4048973,1.5420582294464111,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.5487399,2.087073564529419,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4434725,1.4846607446670532,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.6060978,1.5278478860855105,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4856576,1.4542360305786133,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4927014,1.6765470504760742,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4294051,1.1555042266845703,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.552876,2.090949058532715,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.3682916,1.3649613857269287,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.486583,1.7930772304534912,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4564348,1.5435314178466797,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4148539,1.944119453430176,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4959766,1.8462340831756592,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.5967441,1.5882017612457275,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.5844445,1.450927972793579,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.399579,1.7169033288955688,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.5107654,1.2714072465896606,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.43199,1.7077957391738892,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4641939,1.2242085933685305,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.5869299,1.775623798370361,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.532143,1.415895700454712,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4649585,1.7883342504501345,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4801582,1.0639177560806274,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4538628,1.5527499914169312,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4490893,1.706471562385559,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4448819,1.738625407218933,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4526756,1.463910460472107,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.6008672,1.5094345808029177,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4137126,1.41395902633667,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4928888,1.618404507637024,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4778559,2.008496046066284,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4064413,1.6440627574920654,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.5404987,1.2911792993545532,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.494421,1.6897811889648438,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4424095,1.5687047243118286,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4700948,1.609619379043579,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.5745193,1.6552321910858154,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4571877,1.3507052659988403,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4950533,1.448877215385437,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.4947484,1.371048927307129,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.3976384,1.5156370401382446,3,2B,Airside economizer& (water-cooled chiller),Airside economizer (water-cooled chiller),Midsize,Cluster 2,3
1.3644272,2.610893487930298,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.3103532,2.5777125358581543,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.3652756,2.3574702739715576,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.4515435,2.454753875732422,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.3011117,2.6755599975585938,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.3020955,2.467785358428955,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.4188868,2.626188039779663,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.387362,2.507082223892212,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.4713475,2.9025087356567383,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.3713334,2.5266478061676025,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.509317,2.2799673080444336,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.3104085,2.4443199634552,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.3146372,2.6081433296203613,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.3067434,2.691716432571411,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.3051976,2.6049365997314453,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.454383,2.5524544715881348,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.280113,2.300423622131348,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.3823749,2.249558210372925,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.4683099,2.5278210639953613,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.3684603,2.2664802074432373,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.268826,2.685931921005249,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.3741996,2.3063809871673584,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.4418006,2.4246597290039062,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.3631651,2.617278814315796,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.2985642,2.257174253463745,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.4345857,2.6690337657928467,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.2478397,2.0322935581207275,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.3132358,2.548818588256836,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.4378676,2.8838894367218018,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.3329227,2.474411725997925,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.4663123,2.575798749923706,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.5220406,2.397166967391968,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.35296,2.723494052886963,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.4547602,2.6641340255737305,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.4674367,2.8941280841827397,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.3135349,2.8253397941589355,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.3232301,2.1927316188812256,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.4594606,2.542754650115967,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.3767265,2.456861972808838,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.3842058,2.8550260066986084,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.3608372,2.3713603019714355,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.4233427,2.284794807434082,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.2751354,2.1305482387542725,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.2983893,2.7901058197021484,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.4189154,2.562583446502685,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.3335721,2.457911252975464,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.5254498,2.441533088684082,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.3733035,2.3390161991119385,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.3767236,2.9165847301483154,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.359775,2.2175567150115967,4,2B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Midsize,Cluster 2,4
1.4903721,3.113374948501587,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.4470695,2.5997753143310547,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.6516795,3.409830331802368,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.436129,2.7057673931121826,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.5948735,2.644874334335327,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.5232097,2.919773578643799,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.6573523,3.042441129684448,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.6958778,3.2237625122070312,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.5560914,3.1278529167175293,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.6375505,3.075998306274414,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.413583,2.9425249099731445,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.3973472,2.5934200286865234,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.5846368,2.653390884399414,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.4986058,3.0568864345550537,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.5043335,2.761850118637085,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.6525991,3.637763738632202,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.5592002,2.9002788066864014,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.4331537,2.522474765777588,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.587691,2.9477851390838623,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.5325526,3.040214776992798,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.6016074,2.839759111404419,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.5706829,3.1045799255371094,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.5355064,3.065187931060791,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.6913,2.8764970302581787,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.6056653,3.367481470108032,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.6143988,2.879024028778076,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.6913772,2.9778988361358643,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
1.5465015,3.436021566390991,5,2B,Water-cooled chiller,Water-cooled chiller,Midsize,Cluster 2,5
