PUE,WUE,Case,Climate Zone,Cooling system (Original),Cooling system,Data center size,type,Case (Original)
1.1386739,0.4909657835960388,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.1519933,0.2528458535671234,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.2240734,0.4614754915237427,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.1432217,0.2665978670120239,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.1759331,0.2158437520265579,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.1739205,0.3920973241329193,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.218125,0.1781744062900543,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.182131,0.1813090592622757,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.1735877,0.3681125044822693,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.1762733,0.2889629304409027,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.1495663,0.2613594830036163,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.1169864,0.2358012944459915,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.2118962,0.2838865220546722,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.1819738,0.4507856070995331,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.1434706,0.2639039754867553,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.167945,0.2759831249713897,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.1647147,0.5412631630897522,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.1389651,0.3621848821640014,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.2175162,0.2621196508407593,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.1670284,0.3132213652133941,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.1135966,0.422245591878891,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.1437609,0.2567850351333618,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.1816124,0.3380831480026245,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.1273015,0.278044193983078,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.2116208,0.3053184747695923,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.1109351,0.504100501537323,18,6B,Dry cooler with adiabatic assist (air-cooled chiller),Dry cooler with adiabatic assist (air-cooled chiller),Large-scale,Cluster 2,18
1.166776,0.032184574753046,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.0969081,0.0015872691292315,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1610377,0.0213557202368974,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.092446,0.0248716305941343,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1002415,0.0193578582257032,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1304911,0.0157569888979196,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1795703,0.0202954281121492,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.2571603,0.0187247693538665,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1936744,0.0372988879680633,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1552329,0.025062745437026,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1601435,0.0472735166549682,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1574771,0.0185361709445714,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1662239,0.0272450651973485,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1677631,0.0303503163158893,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.163324,0.0185607727617025,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1573346,0.0242469385266304,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1338525,0.0175762120634317,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1581221,0.0227035507559776,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1236798,0.0266285128891468,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1675209,0.0257730670273304,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1230376,0.0103634400293231,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.177023,0.0246455632150173,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1284262,0.0235437285155057,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.0955565,0.0218922924250364,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1359062,0.0296125672757625,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1676664,0.0376015789806842,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1792723,0.0201074872165918,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1133816,0.0232370197772979,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1387317,0.0277663581073284,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1583548,0.0267919208854436,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.2418731,0.0252782125025987,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1423808,0.022234609350562,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1497052,0.0441084876656532,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1514032,0.0198464859277009,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1506485,0.0030505615286529,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1265134,0.0376502461731433,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1249235,0.0083909397944808,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1350218,0.0386985912919044,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.2164266,0.0299640353769063,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.0996002,0.0242313686758279,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1480322,0.0152973001822829,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1992759,0.0286930240690708,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1183566,0.0124097140505909,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.106211,0.0219884309917688,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.150659,0.0229471586644649,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1141545,0.0253537967801094,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1400572,0.0249652247875928,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1702532,0.0307112224400043,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.112101,0.0282832141965627,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1977984,0.0199373047798872,0,5B,Airside economizer& adiabatic cooling (air-cooled chiller),Airside economizer& adiabatic cooling (air-cooled chiller),Large-scale,Cluster 1,0
1.1741718,0.1402975767850875,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1269366,0.1063471212983131,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1121434,0.1816948354244232,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.0840359,0.1209738254547119,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1568624,0.1121788918972015,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.0905457,0.3388249576091766,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.145088,0.1704682856798172,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.0755688,0.123908445239067,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1417085,0.4818004965782165,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1780341,0.1671476513147354,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.0963646,0.0533607900142669,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1047162,0.0,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1032081,0.1478245854377746,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1304529,0.1462025344371795,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.147629,0.1086013987660408,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1245614,0.1329677850008011,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.0683994,0.0854178965091705,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1411219,0.1591581106185913,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1113092,0.0,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1254772,0.0895603895187377,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1928024,0.1897331923246383,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1299069,0.0661139637231826,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.0622294,0.1230669692158699,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.0568583,0.0399933196604251,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1547534,0.1131115779280662,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.076128,0.0701066628098487,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1852827,0.2069881707429886,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.2077794,0.183541253209114,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1066351,0.1358378827571869,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1597247,0.8134530782699585,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.0921777,0.2321287393569946,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.081072,0.0521669052541255,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1450832,0.0778442844748497,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.0761878,0.0,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.0851305,0.1208840459585189,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1297407,0.0861810147762298,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1119121,0.3014052808284759,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1119423,0.1504587680101394,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1677598,0.2989989519119262,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1789056,0.2552327215671539,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1020056,0.1404332518577575,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1237566,0.2488335818052292,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1062386,0.1904037892818451,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1148027,0.0873207151889801,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1342163,0.1570254117250442,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.0817276,0.2347223162651062,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1028304,0.1779068261384964,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1656642,0.1781705021858215,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1474061,0.2161426991224289,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1588348,0.3517840206623077,1,5B,Airside economizer& adiabatic cooling (water-cooled chiller),Airside economizer& adiabatic cooling (water-cooled chiller),Large-scale,Cluster 2,1
1.1354935,2.1877810955047607,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1173499,2.025163412094116,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1145068,2.1017186641693115,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1139852,2.574877977371216,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1595583,2.345594882965088,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0751032,2.051338195800781,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0808605,2.0962977409362797,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0907815,2.193808078765869,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0928792,2.1184589862823486,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1142484,1.8764140605926516,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.145226,2.2019546031951904,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.10745,2.224638700485229,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0860834,2.021165370941162,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1081805,1.8280293941497805,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0957831,2.156830072402954,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0861005,2.038895845413208,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0854973,2.083371877670288,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1625828,1.9633276462554927,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1352862,2.2379252910614014,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1037508,2.556102514266968,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1297163,2.4693849086761475,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1455349,1.997884750366211,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0953261,2.188891887664795,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0649854,2.2638211250305176,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1394179,2.254189729690552,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1499091,2.172131299972534,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0654366,2.3761467933654785,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1309026,2.0268373489379883,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1557139,2.0000967979431152,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0843741,2.1952104568481445,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.121687,2.4031789302825928,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1736784,2.012910842895508,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0965595,2.32888126373291,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1373589,1.872550368309021,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.083769,2.286243438720703,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1343641,2.545684337615967,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1400399,2.20820426940918,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1445743,2.217674016952514,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.17277,2.591640949249268,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0672725,1.7596431970596311,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.112034,2.159581422805786,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0748825,2.1247026920318604,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1561471,2.19842529296875,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1390628,2.4725759029388428,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.1255593,2.306121349334717,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0666673,2.123985290527344,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0678514,2.361401081085205,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
1.0685171,2.3498003482818604,2,5B,Waterside economizer& (water-cooled chiller),Waterside economizer (water-cooled chiller),Large-scale,Cluster 2,2
